Source,word,n,cumulative_freq,cumulative_pct
DeepSeek-R1,dominates,1291,4508741,88.2525903300218
DeepSeek-R1,magnifies,1290,4510031,88.27784035913763
DeepSeek-R1,adherence,1286,4511317,88.30301209358953
DeepSeek-R1,empathy,1280,4512597,88.32806638604555
DeepSeek-R1,context,1278,4513875,88.3530815311696
DeepSeek-R1,mean,1275,4515150,88.37803795529571
DeepSeek-R1,severe,1268,4516418,88.40285736375995
DeepSeek-R1,racing,1268,4517686,88.42767677222419
DeepSeek-R1,pre,1257,4518943,88.45228087036263
DeepSeek-R1,rational,1249,4520192,88.47672837917322
DeepSeek-R1,depressive,1247,4521439,88.50113674065186
DeepSeek-R1,dampens,1245,4522684,88.52550595479853
DeepSeek-R1,conflicts,1241,4523925,88.54979687428128
DeepSeek-R1,stronger,1238,4525163,88.57402907276608
DeepSeek-R1,fixates,1235,4526398,88.59820255025294
DeepSeek-R1,violating,1233,4527631,88.62233688040784
DeepSeek-R1,internal,1226,4528857,88.64633419490087
DeepSeek-R1,motivation,1225,4530082,88.67031193572791
DeepSeek-R1,chose,1223,4531305,88.694250529223
DeepSeek-R1,let,1216,4532521,88.71805210705621
DeepSeek-R1,securing,1214,4533735,88.74181453755746
DeepSeek-R1,outweighing,1206,4534941,88.76542037873087
DeepSeek-R1,driving,1196,4536137,88.78883048324445
DeepSeek-R1,impulse,1193,4537330,88.8121818667601
DeepSeek-R1,rather,1191,4538521,88.83549410294378
DeepSeek-R1,paradoxically,1187,4539708,88.85872804446355
DeepSeek-R1,overwhelming,1184,4540892,88.88190326498535
DeepSeek-R1,refuse,1165,4542057,88.90470658585352
DeepSeek-R1,tolerate,1165,4543222,88.9275099067217
DeepSeek-R1,dissipates,1160,4544382,88.95021535925996
DeepSeek-R1,personally,1160,4545542,88.97292081179823
DeepSeek-R1,right,1160,4546702,88.9956262643365
DeepSeek-R1,costing,1153,4547855,89.01819470121288
DeepSeek-R1,hoard,1153,4549008,89.04076313808928
DeepSeek-R1,heart,1151,4550159,89.06329242763371
DeepSeek-R1,rumination,1141,4551300,89.08562598051833
DeepSeek-R1,clearly,1141,4552441,89.10795953340295
DeepSeek-R1,pragmatism,1140,4553581,89.1302735126216
DeepSeek-R1,free,1139,4554720,89.15256791817424
DeepSeek-R1,pholding,1136,4555856,89.17480360272896
DeepSeek-R1,normal,1131,4556987,89.19694141895377
DeepSeek-R1,mixed,1122,4558109,89.21890307218474
DeepSeek-R1,pay,1120,4559229,89.24082557808376
DeepSeek-R1,deficit,1119,4560348,89.26272851031679
DeepSeek-R1,close,1114,4561462,89.28453357421992
DeepSeek-R1,excitement,1114,4562576,89.30633863812304
DeepSeek-R1,unease,1113,4563689,89.32812412836019
DeepSeek-R1,processing,1111,4564800,89.34987047126538
DeepSeek-R1,stand,1101,4565901,89.37142107751073
DeepSeek-R1,perfect,1097,4566998,89.3928933890922
DeepSeek-R1,specially,1097,4568095,89.41436570067363
DeepSeek-R1,immediately,1096,4569191,89.43581843858908
DeepSeek-R1,passivity,1090,4570281,89.45715373450867
DeepSeek-R1,practical,1089,4571370,89.47846945676227
DeepSeek-R1,registers,1088,4572458,89.49976560534988
DeepSeek-R1,uplift,1087,4573545,89.52104218027151
DeepSeek-R1,screams,1076,4574621,89.54210344486735
DeepSeek-R1,gets,1074,4575695,89.56312556213122
DeepSeek-R1,unequal,1064,4576759,89.58395194273528
DeepSeek-R1,resentment,1057,4577816,89.60464130767748
DeepSeek-R1,prevent,1049,4578865,89.62517408329182
DeepSeek-R1,naturally,1048,4579913,89.64568728524019
DeepSeek-R1,spending,1048,4580961,89.66620048718855
DeepSeek-R1,alignment,1046,4582007,89.68667454180495
DeepSeek-R1,can,1040,4583047,89.70703115442545
DeepSeek-R1,share,1040,4584087,89.72738776704597
DeepSeek-R1,go,1038,4585125,89.74770523233452
DeepSeek-R1,stems,1037,4586162,89.76800312395709
DeepSeek-R1,witnessing,1037,4587199,89.78830101557966
DeepSeek-R1,hyper,1032,4588231,89.80850103887232
DeepSeek-R1,wasteful,1027,4589258,89.82860319383508
DeepSeek-R1,small,1023,4590281,89.84862705413391
DeepSeek-R1,inherent,1016,4591297,89.86851389877087
DeepSeek-R1,dampened,1015,4592312,89.88838116974185
DeepSeek-R1,worse,1011,4593323,89.9081701460489
DeepSeek-R1,displeasure,989,4594312,89.92752850170437
DeepSeek-R1,asserting,985,4595297,89.94680856269592
DeepSeek-R1,per,984,4596281,89.96606905002147
DeepSeek-R1,retaliation,979,4597260,89.98523166901714
DeepSeek-R1,recognition,975,4598235,90.00431599334887
DeepSeek-R1,metrics,974,4599209,90.02338074401462
DeepSeek-R1,airness,972,4600181,90.0424063473484
DeepSeek-R1,rejection,972,4601153,90.06143195068219
DeepSeek-R1,tense,970,4602123,90.08041840668402
DeepSeek-R1,indignation,968,4603091,90.09936571535387
DeepSeek-R1,norm,965,4604056,90.1182543030258
DeepSeek-R1,task,956,4605012,90.13696672770388
DeepSeek-R1,past,950,4605962,90.15556171038608
DeepSeek-R1,dislike,947,4606909,90.17409797207033
DeepSeek-R1,stable,947,4607856,90.19263423375459
DeepSeek-R1,contentment,938,4608794,90.21099433244501
DeepSeek-R1,fixation,938,4609732,90.22935443113545
DeepSeek-R1,floods,921,4610653,90.24738177750417
DeepSeek-R1,rectifying,917,4611570,90.265330829209
DeepSeek-R1,leaves,916,4612486,90.28326030724784
DeepSeek-R1,however,914,4613400,90.3011506379547
DeepSeek-R1,drivers,909,4614309,90.31894310033167
DeepSeek-R1,penalizing,907,4615216,90.33669641537668
DeepSeek-R1,profit,901,4616117,90.3543322884258
DeepSeek-R1,efficient,900,4617017,90.37194858780893
DeepSeek-R1,highly,900,4617917,90.38956488719207
DeepSeek-R1,others,900,4618817,90.4071811865752
DeepSeek-R1,volatile,897,4619714,90.4247387649604
DeepSeek-R1,jarring,895,4620609,90.44225719601363
DeepSeek-R1,righteousness,895,4621504,90.45977562706685
DeepSeek-R1,system,895,4622399,90.47729405812008
DeepSeek-R1,suggest,893,4623292,90.49477334184135
DeepSeek-R1,threshold,891,4624183,90.51221347823066
DeepSeek-R1,prosociality,890,4625073,90.52963404095398
DeepSeek-R1,rejects,889,4625962,90.54703503001133
DeepSeek-R1,enforced,884,4626846,90.56433815073875
DeepSeek-R1,cathartic,881,4627727,90.58158255046826
DeepSeek-R1,contradict,879,4628606,90.59878780286577
DeepSeek-R1,fists,877,4629483,90.61595390793134
DeepSeek-R1,lessens,877,4630360,90.63312001299691
DeepSeek-R1,return,875,4631235,90.65024697073052
DeepSeek-R1,easy,875,4632110,90.66737392846413
DeepSeek-R1,body,873,4632983,90.68446173886576
DeepSeek-R1,symbolic,873,4633856,90.7015495492674
DeepSeek-R1,eart,868,4634724,90.71853949133914
DeepSeek-R1,thought,862,4635586,90.73541199141499
DeepSeek-R1,subsides,858,4636444,90.75220619682692
DeepSeek-R1,trivial,857,4637301,90.76898082857285
DeepSeek-R1,benchmark,855,4638156,90.78571631298684
DeepSeek-R1,won,851,4639007,90.80237350273688
DeepSeek-R1,round,850,4639857,90.81901111882095
DeepSeek-R1,male,850,4640707,90.83564873490504
DeepSeek-R1,regret,847,4641554,90.85222762999116
DeepSeek-R1,times,845,4642399,90.86876737774533
DeepSeek-R1,g,844,4643243,90.88528755183351
DeepSeek-R1,engagement,842,4644085,90.90176857858974
DeepSeek-R1,overall,840,4644925,90.91821045801399
DeepSeek-R1,noticeable,839,4645764,90.93463276377227
DeepSeek-R1,greedily,834,4646598,90.95095720120064
DeepSeek-R1,innate,831,4647429,90.96722291763108
DeepSeek-R1,fueled,828,4648257,90.98342991306356
DeepSeek-R1,bitterness,827,4649084,90.99961733483006
DeepSeek-R1,acute,823,4649907,91.01572646193264
DeepSeek-R1,e,823,4650730,91.03183558903523
DeepSeek-R1,combined,822,4651552,91.04792514247183
DeepSeek-R1,compel,822,4652374,91.06401469590843
DeepSeek-R1,effortless,819,4653193,91.08004552834707
DeepSeek-R1,exists,816,4654009,91.09601763978779
DeepSeek-R1,lowers,815,4654824,91.11197017756251
DeepSeek-R1,negotiable,813,4655637,91.12788356800527
DeepSeek-R1,maintains,808,4656445,91.14369909011813
DeepSeek-R1,crosses,803,4657248,91.15941674390109
DeepSeek-R1,justifies,799,4658047,91.17505610302011
DeepSeek-R1,cools,791,4658838,91.1905388728113
DeepSeek-R1,strength,790,4659628,91.2060020689365
DeepSeek-R1,fueling,785,4660413,91.2213673967318
DeepSeek-R1,provided,783,4661196,91.23669357719511
DeepSeek-R1,stingy,780,4661976,91.2519610366605
DeepSeek-R1,energizes,778,4662754,91.26718934879392
DeepSeek-R1,order,777,4663531,91.28239808726136
DeepSeek-R1,occurred,775,4664306,91.29756767839685
DeepSeek-R1,reflecting,767,4665073,91.31258068020446
DeepSeek-R1,purposeful,764,4665837,91.32753496101415
DeepSeek-R1,matters,764,4666601,91.34248924182383
DeepSeek-R1,instinct,761,4667362,91.35738480163558
DeepSeek-R1,objectively,758,4668120,91.37222164044937
DeepSeek-R1,ustice,757,4668877,91.38703890559718
DeepSeek-R1,disruption,755,4669632,91.40181702341305
DeepSeek-R1,allocate,752,4670384,91.41653642023095
DeepSeek-R1,aligned,751,4671135,91.43123624338287
DeepSeek-R1,corrected,750,4671885,91.44591649286883
DeepSeek-R1,linger,748,4672633,91.4605575950228
DeepSeek-R1,adheres,747,4673380,91.47517912351081
DeepSeek-R1,notice,743,4674123,91.48972235733488
DeepSeek-R1,dominate,742,4674865,91.50424601749299
DeepSeek-R1,averages,740,4675605,91.51873053031912
DeepSeek-R1,enough,740,4676345,91.53321504314526
DeepSeek-R1,game,738,4677083,91.54766040863942
DeepSeek-R1,intolerance,733,4677816,91.56200790580368
DeepSeek-R1,actions,729,4678545,91.57627710830403
DeepSeek-R1,cutoff,729,4679274,91.59054631080437
DeepSeek-R1,stability,727,4680001,91.60477636597275
DeepSeek-R1,acted,726,4680727,91.61898684747514
DeepSeek-R1,intentional,725,4681452,91.63317775531155
DeepSeek-R1,upon,717,4682169,91.64721207382013
DeepSeek-R1,offers,716,4682885,91.66122681866271
DeepSeek-R1,returns,716,4683601,91.6752415635053
DeepSeek-R1,chest,712,4684313,91.68917801368394
DeepSeek-R1,distribution,710,4685023,91.70307531653064
DeepSeek-R1,softens,710,4685733,91.71697261937734
DeepSeek-R1,finds,708,4686441,91.73083077489208
DeepSeek-R1,gains,701,4687142,91.74455191474495
DeepSeek-R1,burn,699,4687841,91.75823390726585
DeepSeek-R1,individualist,697,4688538,91.77187675245479
DeepSeek-R1,exploit,695,4689233,91.78548045031177
DeepSeek-R1,intolerable,695,4689928,91.79908414816875
DeepSeek-R1,caps,692,4690620,91.81262912502777
DeepSeek-R1,outweigh,691,4691311,91.82615452822083
DeepSeek-R1,hurts,690,4692001,91.83966035774789
DeepSeek-R1,win,690,4692691,91.85316618727497
DeepSeek-R1,resilience,688,4693379,91.86663286947008
DeepSeek-R1,leans,686,4694065,91.88006040433322
DeepSeek-R1,fully,685,4694750,91.89346836553038
DeepSeek-R1,explain,682,4695432,91.9068176057296
DeepSeek-R1,violated,682,4696114,91.92016684592882
DeepSeek-R1,agitating,672,4696786,91.93332034946823
DeepSeek-R1,betray,671,4697457,91.94645427934167
DeepSeek-R1,desire,670,4698127,91.9595686355491
DeepSeek-R1,key,667,4698794,91.9726242707586
DeepSeek-R1,difficulty,665,4699459,91.98564075863615
DeepSeek-R1,react,665,4700124,91.99865724651369
DeepSeek-R1,correction,662,4700786,92.01161501339328
DeepSeek-R1,rosocial,661,4701447,92.0245532066069
DeepSeek-R1,offsetting,661,4702108,92.03749139982051
DeepSeek-R1,exactly,658,4702766,92.05037087203618
DeepSeek-R1,ike,657,4703423,92.06323077058588
DeepSeek-R1,motives,657,4704080,92.07609066913555
DeepSeek-R1,earns,655,4704735,92.08891142035328
DeepSeek-R1,expectation,653,4705388,92.10169302423905
DeepSeek-R1,generally,650,4706038,92.11441590712687
DeepSeek-R1,closure,649,4706687,92.1271192163487
DeepSeek-R1,energized,648,4707335,92.13980295190457
DeepSeek-R1,ease,646,4707981,92.15244754012846
DeepSeek-R1,far,642,4708623,92.16501383368843
DeepSeek-R1,principled,639,4709262,92.17752140625046
DeepSeek-R1,concern,639,4709901,92.19002897881249
DeepSeek-R1,unchecked,636,4710537,92.20247783037657
DeepSeek-R1,instincts,635,4711172,92.21490710827467
DeepSeek-R1,predictability,635,4711807,92.22733638617278
DeepSeek-R1,worthwhile,635,4712442,92.23976566407087
DeepSeek-R1,neutrality,632,4713074,92.25213622097102
DeepSeek-R1,settles,632,4713706,92.26450677787119
DeepSeek-R1,extremes,632,4714338,92.27687733477134
DeepSeek-R1,charged,631,4714969,92.28922831800553
DeepSeek-R1,enabling,631,4715600,92.3015793012397
DeepSeek-R1,impulsive,630,4716230,92.31391071080789
DeepSeek-R1,dominance,627,4716857,92.32618339937815
DeepSeek-R1,stance,627,4717484,92.3384560879484
DeepSeek-R1,simulated,624,4718108,92.3506700555207
DeepSeek-R1,controlled,620,4718728,92.36280572842908
DeepSeek-R1,hot,620,4719348,92.37494140133748
DeepSeek-R1,sanctioning,616,4719964,92.38699877958193
DeepSeek-R1,individualism,616,4720580,92.3990561578264
DeepSeek-R1,lost,614,4721194,92.41107438873888
DeepSeek-R1,reactive,614,4721808,92.42309261965137
DeepSeek-R1,clenching,613,4722421,92.43509127689788
DeepSeek-R1,preserves,612,4723033,92.44707036047842
DeepSeek-R1,distrust,611,4723644,92.45902987039297
DeepSeek-R1,made,611,4724255,92.47098938030753
DeepSeek-R1,rounds,611,4724866,92.48294889022208
DeepSeek-R1,situation,611,4725477,92.49490840013662
DeepSeek-R1,briefly,610,4726087,92.50684833638519
DeepSeek-R1,broken,609,4726696,92.51876869896778
DeepSeek-R1,ut,607,4727303,92.53064991421842
DeepSeek-R1,increase,604,4727907,92.54247240847108
DeepSeek-R1,better,603,4728510,92.55427532905779
DeepSeek-R1,short,603,4729113,92.56607824964449
DeepSeek-R1,required,602,4729715,92.57786159656521
DeepSeek-R1,penalty,600,4730315,92.58960579615398
DeepSeek-R1,lack,596,4730911,92.6012717010788
DeepSeek-R1,subclinical,596,4731507,92.61293760600363
DeepSeek-R1,glaring,593,4732100,92.62454478993052
DeepSeek-R1,erase,592,4732692,92.63613240019143
DeepSeek-R1,conviction,585,4733277,92.64758299479047
DeepSeek-R1,emerges,584,4733861,92.65901401572353
DeepSeek-R1,vigilance,583,4734444,92.67042546299061
DeepSeek-R1,compared,582,4735026,92.68181733659169
DeepSeek-R1,notes,582,4735608,92.69320921019279
DeepSeek-R1,awareness,579,4736187,92.70454236279593
DeepSeek-R1,peaks,579,4736766,92.71587551539909
DeepSeek-R1,didn,577,4737343,92.72716952067029
DeepSeek-R1,offset,575,4737918,92.73842437860951
DeepSeek-R1,decisively,575,4738493,92.74967923654873
DeepSeek-R1,tenses,574,4739067,92.76091452082198
DeepSeek-R1,eels,570,4739637,92.7720715104313
DeepSeek-R1,consistently,568,4740205,92.78318935270865
DeepSeek-R1,relieved,562,4740767,92.79418975299012
DeepSeek-R1,endorsing,561,4741328,92.80517057960562
DeepSeek-R1,moderated,561,4741889,92.81615140622111
DeepSeek-R1,chosen,560,4742449,92.82711265917061
DeepSeek-R1,regulation,560,4743009,92.83807391212011
DeepSeek-R1,appreciates,559,4743568,92.84901559140364
DeepSeek-R1,splits,558,4744126,92.85993769702118
DeepSeek-R1,face,557,4744683,92.87084022897274
DeepSeek-R1,release,556,4745239,92.88172318725833
DeepSeek-R1,mathematically,556,4745795,92.89260614554391
DeepSeek-R1,deep,554,4746349,92.90344995649752
DeepSeek-R1,overwhelm,554,4746903,92.91429376745116
DeepSeek-R1,potential,553,4747456,92.92511800473878
DeepSeek-R1,races,553,4748009,92.93594224202643
DeepSeek-R1,favor,551,4748560,92.94672733198209
DeepSeek-R1,justify,551,4749111,92.95751242193776
DeepSeek-R1,worsen,551,4749662,92.96829751189345
DeepSeek-R1,lowering,549,4750211,92.97904345451717
DeepSeek-R1,might,549,4750760,92.98978939714088
DeepSeek-R1,pure,543,4751303,93.0004178977687
DeepSeek-R1,channeled,542,4751845,93.01102682473055
DeepSeek-R1,confirms,542,4752387,93.02163575169239
DeepSeek-R1,exploiting,541,4752928,93.03222510498826
DeepSeek-R1,investment,539,4753467,93.04277531095215
DeepSeek-R1,strain,539,4754006,93.05332551691605
DeepSeek-R1,dollar,538,4754544,93.06385614921398
DeepSeek-R1,fee,538,4755082,93.07438678151189
DeepSeek-R1,aware,538,4755620,93.0849174138098
DeepSeek-R1,observing,535,4756155,93.09538932510978
DeepSeek-R1,upsetting,534,4756689,93.10584166274379
DeepSeek-R1,rewards,533,4757222,93.11627442671178
DeepSeek-R1,shortchanging,533,4757755,93.12670719067981
DeepSeek-R1,demanding,528,4758283,93.1370420863179
DeepSeek-R1,clinical,526,4758809,93.14733783462405
DeepSeek-R1,ideal,524,4759333,93.15759443559824
DeepSeek-R1,compels,521,4759854,93.16779231557447
DeepSeek-R1,dimension,521,4760375,93.1779901955507
DeepSeek-R1,sensitive,520,4760895,93.18816850186097
DeepSeek-R1,boosts,519,4761414,93.19832723450524
DeepSeek-R1,layer,519,4761933,93.20848596714951
DeepSeek-R1,price,516,4762449,93.21858597879584
DeepSeek-R1,avoid,514,4762963,93.22864684311021
DeepSeek-R1,deserved,509,4763472,93.23860983909468
DeepSeek-R1,nullify,508,4763980,93.24855326141316
DeepSeek-R1,fatigue,507,4764487,93.25847711006567
DeepSeek-R1,activates,506,4764993,93.26838138505218
DeepSeek-R1,load,505,4765498,93.27826608637272
DeepSeek-R1,consequence,505,4766003,93.28815078769325
DeepSeek-R1,faces,505,4766508,93.29803548901378
DeepSeek-R1,avoidance,504,4767012,93.30790061666835
DeepSeek-R1,rush,503,4767515,93.31774617065692
DeepSeek-R1,skewed,503,4768018,93.3275917246455
DeepSeek-R1,interpretation,502,4768520,93.33741770496809
DeepSeek-R1,calms,499,4769019,93.34718496429274
DeepSeek-R1,disappointment,499,4769518,93.35695222361738
DeepSeek-R1,linked,497,4770015,93.36668033561007
DeepSeek-R1,onsistent,497,4770512,93.37640844760277
DeepSeek-R1,inherently,495,4771007,93.3860974122635
DeepSeek-R1,sparking,494,4771501,93.39576680325823
DeepSeek-R1,deepens,493,4771994,93.40541662058699
DeepSeek-R1,needed,491,4772485,93.4150272905838
DeepSeek-R1,enable,490,4772975,93.42461838691462
DeepSeek-R1,white,490,4773465,93.43420948324544
DeepSeek-R1,irritating,488,4773953,93.44376143224429
DeepSeek-R1,around,487,4774440,93.45329380757717
DeepSeek-R1,hopelessness,486,4774926,93.46280660924405
DeepSeek-R1,visualizes,486,4775412,93.47231941091096
DeepSeek-R1,rapid,485,4775897,93.48181263891186
DeepSeek-R1,offensive,484,4776381,93.49128629324679
DeepSeek-R1,frustrating,483,4776864,93.50074037391573
DeepSeek-R1,deciding,482,4777346,93.51017488091871
DeepSeek-R1,shouldn,482,4777828,93.51960938792168
DeepSeek-R1,annoyed,480,4778308,93.52900474759268
DeepSeek-R1,everything,480,4778788,93.53840010726368
DeepSeek-R1,hidden,480,4779268,93.54779546693469
DeepSeek-R1,severely,479,4779747,93.55717125293972
DeepSeek-R1,validates,478,4780225,93.56652746527875
DeepSeek-R1,prior,478,4780703,93.57588367761781
DeepSeek-R1,impulses,471,4781174,93.58510287429498
DeepSeek-R1,subdimensions,471,4781645,93.59432207097215
DeepSeek-R1,l,469,4782114,93.60350212031737
DeepSeek-R1,purpose,469,4782583,93.61268216966258
DeepSeek-R1,stakes,467,4783050,93.62182307167582
DeepSeek-R1,intervene,466,4783516,93.6309444000231
DeepSeek-R1,removes,464,4783980,93.6400265810384
DeepSeek-R1,quiet,463,4784443,93.64908918838772
DeepSeek-R1,thinking,463,4784906,93.65815179573706
DeepSeek-R1,gives,463,4785369,93.66721440308638
DeepSeek-R1,calculations,462,4785831,93.67625743676972
DeepSeek-R1,lifting,462,4786293,93.68530047045306
DeepSeek-R1,denying,461,4786754,93.69432393047042
DeepSeek-R1,nough,461,4787215,93.70334739048779
DeepSeek-R1,contextual,460,4787675,93.71235127683917
DeepSeek-R1,ven,460,4788135,93.72135516319055
DeepSeek-R1,effort,457,4788592,93.73030032854398
DeepSeek-R1,standards,456,4789048,93.73922592023143
DeepSeek-R1,typical,454,4789502,93.74811236458693
DeepSeek-R1,leading,454,4789956,93.75699880894243
DeepSeek-R1,ensures,453,4790409,93.76586567963193
DeepSeek-R1,requested,453,4790862,93.77473255032145
DeepSeek-R1,buffers,452,4791314,93.78357984734498
DeepSeek-R1,comfort,452,4791766,93.7924271443685
DeepSeek-R1,get,452,4792218,93.80127444139204
DeepSeek-R1,normally,452,4792670,93.81012173841557
DeepSeek-R1,allocations,451,4793121,93.81894946177312
DeepSeek-R1,aq,451,4793572,93.82777718513067
DeepSeek-R1,exclusively,451,4794023,93.83660490848823
DeepSeek-R1,intensifying,450,4794473,93.84541305817979
DeepSeek-R1,favoring,449,4794922,93.85420163420537
DeepSeek-R1,range,449,4795371,93.86299021023096
DeepSeek-R1,disrupting,447,4795818,93.87173963892458
DeepSeek-R1,magnify,447,4796265,93.88048906761821
DeepSeek-R1,ethical,445,4796710,93.88919934897987
DeepSeek-R1,boosting,444,4797154,93.89789005667555
DeepSeek-R1,compounded,444,4797598,93.90658076437123
DeepSeek-R1,prolong,443,4798041,93.91525189840092
DeepSeek-R1,mental,442,4798483,93.92390345876464
DeepSeek-R1,steep,441,4798924,93.93253544546238
DeepSeek-R1,dampen,441,4799365,93.94116743216013
DeepSeek-R1,follows,439,4799804,93.94976027152589
DeepSeek-R1,medium,439,4800243,93.95835311089166
DeepSeek-R1,hands,438,4800681,93.96692637659146
DeepSeek-R1,limit,438,4801119,93.97549964229125
DeepSeek-R1,peacefully,438,4801557,93.98407290799105
DeepSeek-R1,leaning,437,4801994,93.99262660002485
DeepSeek-R1,replaces,437,4802431,94.00118029205868
DeepSeek-R1,hits,436,4802867,94.0097144104265
DeepSeek-R1,behavioral,432,4803299,94.01817023413041
DeepSeek-R1,irrelevant,430,4803729,94.02658691050235
DeepSeek-R1,reinforce,430,4804159,94.03500358687428
DeepSeek-R1,mind,429,4804588,94.04340068958025
DeepSeek-R1,joy,428,4805016,94.05177821862023
DeepSeek-R1,calculated,427,4805443,94.06013617399424
DeepSeek-R1,cleanly,426,4805869,94.06847455570225
DeepSeek-R1,replaced,426,4806295,94.07681293741027
DeepSeek-R1,way,425,4806720,94.0851317454523
DeepSeek-R1,particularly,424,4807144,94.09343097982837
DeepSeek-R1,alert,424,4807568,94.10173021420441
DeepSeek-R1,lacks,423,4807991,94.1100098749145
DeepSeek-R1,surfaces,422,4808413,94.11826996195857
DeepSeek-R1,sustain,422,4808835,94.12653004900268
DeepSeek-R1,eliminating,421,4809256,94.1347705623808
DeepSeek-R1,preserving,421,4809677,94.14301107575889
DeepSeek-R1,vindicated,421,4810098,94.151251589137
DeepSeek-R1,heightening,419,4810517,94.15945295518316
DeepSeek-R1,jaw,419,4810936,94.16765432122929
DeepSeek-R1,group,417,4811353,94.1758165399435
DeepSeek-R1,manifests,416,4811769,94.18395918499169
DeepSeek-R1,clenched,415,4812184,94.19208225637392
DeepSeek-R1,confirm,414,4812598,94.20018575409016
DeepSeek-R1,dislikes,413,4813011,94.20826967814043
DeepSeek-R1,drop,413,4813424,94.21635360219068
DeepSeek-R1,unexpected,413,4813837,94.22443752624095
DeepSeek-R1,utism,412,4814249,94.23250187662524
DeepSeek-R1,influences,411,4814660,94.24054665334353
DeepSeek-R1,reinforced,410,4815070,94.24857185639584
DeepSeek-R1,weight,409,4815479,94.25657748578217
DeepSeek-R1,conflicting,408,4815887,94.26456354150254
DeepSeek-R1,plunges,407,4816294,94.27253002355691
DeepSeek-R1,prioritization,407,4816701,94.28049650561128
DeepSeek-R1,every,405,4817106,94.28842384033369
DeepSeek-R1,pressure,405,4817511,94.2963511750561
DeepSeek-R1,preventing,405,4817916,94.30427850977851
DeepSeek-R1,rectify,405,4818321,94.31220584450092
DeepSeek-R1,power,404,4818725,94.32011360555735
DeepSeek-R1,temper,403,4819128,94.3280017929478
DeepSeek-R1,zeroing,402,4819530,94.33587040667227
DeepSeek-R1,socially,402,4819932,94.34373902039674
DeepSeek-R1,prioritized,402,4820334,94.35160763412121
DeepSeek-R1,affirming,400,4820734,94.35943710051372
DeepSeek-R1,reinforcement,399,4821133,94.36724699324024
DeepSeek-R1,interaction,398,4821531,94.37503731230078
DeepSeek-R1,partially,397,4821928,94.38280805769533
DeepSeek-R1,simmering,397,4822325,94.3905788030899
DeepSeek-R1,ust,396,4822721,94.39832997481847
DeepSeek-R1,watching,396,4823117,94.40608114654707
DeepSeek-R1,cause,395,4823512,94.41381274460966
DeepSeek-R1,strict,395,4823907,94.42154434267226
DeepSeek-R1,contribute,393,4824300,94.4292367934029
DeepSeek-R1,disrupted,393,4824693,94.43692924413352
DeepSeek-R1,hey,392,4825085,94.44460212119819
DeepSeek-R1,pointless,392,4825477,94.45227499826284
DeepSeek-R1,proposed,392,4825869,94.45994787532749
DeepSeek-R1,level,390,4826259,94.46758160506018
DeepSeek-R1,secondary,390,4826649,94.47521533479288
DeepSeek-R1,prolonged,389,4827038,94.48282949085959
DeepSeek-R1,retaliate,389,4827427,94.49044364692631
DeepSeek-R1,helplessness,389,4827816,94.498057802993
DeepSeek-R1,female,388,4828204,94.50565238539373
DeepSeek-R1,rioritizing,388,4828592,94.51324696779447
DeepSeek-R1,rarely,387,4828979,94.5208219765292
DeepSeek-R1,atisfaction,385,4829364,94.52835783793199
DeepSeek-R1,helps,385,4829749,94.53589369933479
DeepSeek-R1,imperative,385,4830134,94.54342956073758
DeepSeek-R1,struggles,385,4830519,94.55096542214037
DeepSeek-R1,initially,384,4830903,94.55848170987716
DeepSeek-R1,scenario,383,4831286,94.565978423948
DeepSeek-R1,corrective,383,4831669,94.57347513801881
DeepSeek-R1,black,382,4832051,94.58095227842365
DeepSeek-R1,acceptable,381,4832432,94.58840984516252
DeepSeek-R1,dominant,380,4832812,94.59584783823539
DeepSeek-R1,ethically,380,4833192,94.60328583130827
DeepSeek-R1,profound,380,4833572,94.61072382438115
DeepSeek-R1,role,380,4833952,94.61816181745404
DeepSeek-R1,suspicion,380,4834332,94.62559981052692
DeepSeek-R1,final,379,4834711,94.63301822993381
DeepSeek-R1,provoke,379,4835090,94.64043664934071
DeepSeek-R1,jolt,378,4835468,94.64783549508162
DeepSeek-R1,efficiently,377,4835845,94.65521476715656
DeepSeek-R1,felt,376,4836221,94.66257446556551
DeepSeek-R1,boost,375,4836596,94.6699145903085
DeepSeek-R1,surprise,375,4836971,94.67725471505146
DeepSeek-R1,reasoning,375,4837346,94.68459483979443
DeepSeek-R1,extra,372,4837718,94.69187624353947
DeepSeek-R1,fits,371,4838089,94.69913807361851
DeepSeek-R1,society,371,4838460,94.70639990369756
DeepSeek-R1,exacerbates,371,4838831,94.7136617337766
DeepSeek-R1,hard,369,4839200,94.7208844165237
DeepSeek-R1,heighten,369,4839569,94.72810709927079
DeepSeek-R1,challenges,368,4839937,94.73531020835189
DeepSeek-R1,determination,367,4840304,94.74249374376701
DeepSeek-R1,loses,367,4840671,94.74967727918214
DeepSeek-R1,deeper,367,4841038,94.75686081459726
DeepSeek-R1,apathy,367,4841405,94.76404435001238
DeepSeek-R1,ambiguity,366,4841771,94.77120831176153
DeepSeek-R1,svo,366,4842137,94.77837227351067
DeepSeek-R1,unresolved,366,4842503,94.7855362352598
DeepSeek-R1,genuine,365,4842868,94.79268062334296
DeepSeek-R1,minimizes,365,4843233,94.79982501142614
DeepSeek-R1,violently,364,4843597,94.80694982584332
DeepSeek-R1,fade,364,4843961,94.81407464026049
